,Survived,Pclass,Sex,Age,Has_Cabin,Fare,Embarked,Family_Size,Title,Age_Group
455,1,3,M,29.0,0,7.8958,C,1,Mr,Adult
456,0,1,M,65.0,1,26.55,S,1,Mr,Senior
457,1,1,F,28.0,1,51.8625,S,2,Mrs,Adult
458,1,2,F,50.0,0,10.5,S,1,Miss,Adult
459,0,3,M,28.0,0,7.75,Q,1,Mr,Adult
460,1,1,M,48.0,1,26.55,S,1,Mr,Adult
461,0,3,M,34.0,0,8.05,S,1,Mr,Adult
462,0,1,M,47.0,1,38.5,S,1,Mr,Adult
463,0,2,M,48.0,0,13.0,S,1,Mr,Adult
464,0,3,M,28.0,0,8.05,S,1,Mr,Adult
465,0,3,M,38.0,0,7.05,S,1,Mr,Adult
466,0,2,M,28.0,0,0.0,S,1,Mr,Adult
467,0,1,M,56.0,0,26.55,S,1,Mr,Adult
468,0,3,M,28.0,0,7.725,Q,1,Mr,Adult
469,1,3,F,0.75,0,19.2583,C,4,Miss,Baby
470,0,3,M,28.0,0,7.25,S,1,Mr,Adult
471,0,3,M,38.0,0,8.6625,S,1,Mr,Adult
472,1,2,F,33.0,0,27.75,S,4,Mrs,Adult
473,1,2,F,23.0,1,13.7917,C,1,Mrs,Adult
474,0,3,F,22.0,0,9.8375,S,1,Miss,Adult
475,0,1,M,28.0,1,52.0,S,1,Mr,Adult
476,0,2,M,34.0,0,21.0,S,2,Mr,Adult
477,0,3,M,29.0,0,7.0458,S,2,Mr,Adult
478,0,3,M,22.0,0,7.5208,S,1,Mr,Adult
479,1,3,F,2.0,0,12.2875,S,2,Miss,Toddler
480,0,3,M,9.0,0,46.9,S,8,Master,Child
481,0,2,M,28.0,0,0.0,S,1,Mr,Adult
482,0,3,M,50.0,0,8.05,S,1,Mr,Adult
483,1,3,F,63.0,0,9.5875,S,1,Mrs,Adult
484,1,1,M,25.0,1,91.0792,C,2,Mr,Adult
485,0,3,F,28.0,0,25.4667,S,5,Miss,Adult
486,1,1,F,35.0,1,90.0,S,2,Mrs,Adult
487,0,1,M,58.0,1,29.7,C,1,Mr,Adult
488,0,3,M,30.0,0,8.05,S,1,Mr,Adult
489,1,3,M,9.0,0,15.9,S,3,Master,Child
490,0,3,M,28.0,0,19.9667,S,2,Mr,Adult
491,0,3,M,21.0,0,7.25,S,1,Mr,Adult
492,0,1,M,55.0,1,30.5,S,1,Mr,Adult
493,0,1,M,71.0,0,49.5042,C,1,Mr,Senior
494,0,3,M,21.0,0,8.05,S,1,Mr,Adult
495,0,3,M,28.0,0,14.4583,C,1,Mr,Adult
496,1,1,F,54.0,1,78.2667,C,2,Miss,Adult
497,0,3,M,28.0,0,15.1,S,1,Mr,Adult
498,0,1,F,25.0,1,151.55,S,4,Mrs,Adult
499,0,3,M,24.0,0,7.7958,S,1,Mr,Adult
500,0,3,M,17.0,0,8.6625,S,1,Mr,Teenager
501,0,3,F,21.0,0,7.75,Q,1,Miss,Adult
502,0,3,F,28.0,0,7.6292,Q,1,Miss,Adult
503,0,3,F,37.0,0,9.5875,S,1,Miss,Adult
504,1,1,F,16.0,1,86.5,S,1,Miss,Teenager
505,0,1,M,18.0,1,108.9,C,2,Mr,Adult
506,1,2,F,33.0,0,26.0,S,3,Mrs,Adult
507,1,1,M,28.0,0,26.55,S,1,Mr,Adult
508,0,3,M,28.0,0,22.525,S,1,Mr,Adult
509,1,3,M,26.0,0,56.4958,S,1,Mr,Adult
510,1,3,M,29.0,0,7.75,Q,1,Mr,Adult
511,0,3,M,28.0,0,8.05,S,1,Mr,Adult
512,1,1,M,36.0,1,26.2875,S,1,Mr,Adult
513,1,1,F,54.0,0,59.4,C,2,Mrs,Adult
514,0,3,M,24.0,0,7.4958,S,1,Mr,Adult
515,0,1,M,47.0,1,34.0208,S,1,Mr,Adult
516,1,2,F,34.0,1,10.5,S,1,Mrs,Adult
517,0,3,M,28.0,0,24.15,Q,1,Mr,Adult
518,1,2,F,36.0,0,26.0,S,2,Mrs,Adult
519,0,3,M,32.0,0,7.8958,S,1,Mr,Adult
520,1,1,F,30.0,1,93.5,S,1,Miss,Adult
521,0,3,M,22.0,0,7.8958,S,1,Mr,Adult
522,0,3,M,28.0,0,7.225,C,1,Mr,Adult
523,1,1,F,44.0,1,57.9792,C,2,Mrs,Adult
524,0,3,M,28.0,0,7.2292,C,1,Mr,Adult
525,0,3,M,40.5,0,7.75,Q,1,Mr,Adult
526,1,2,F,50.0,0,10.5,S,1,Miss,Adult
527,0,1,M,28.0,1,221.7792,S,1,Mr,Adult
528,0,3,M,39.0,0,7.925,S,1,Mr,Adult
529,0,2,M,23.0,0,11.5,S,4,Mr,Adult
530,1,2,F,2.0,0,26.0,S,3,Miss,Toddler
531,0,3,M,28.0,0,7.2292,C,1,Mr,Adult
532,0,3,M,17.0,0,7.2292,C,3,Mr,Teenager
533,1,3,F,28.0,0,22.3583,C,3,Mrs,Adult
534,0,3,F,30.0,0,8.6625,S,1,Miss,Adult
535,1,2,F,7.0,0,26.25,S,3,Miss,Child
536,0,1,M,45.0,1,26.55,S,1,Other,Adult
537,1,1,F,30.0,0,106.425,C,1,Miss,Adult
538,0,3,M,28.0,0,14.5,S,1,Mr,Adult
539,1,1,F,22.0,1,49.5,C,3,Miss,Adult
540,1,1,F,36.0,1,71.0,S,3,Miss,Adult
541,0,3,F,9.0,0,31.275,S,7,Miss,Child
542,0,3,F,11.0,0,31.275,S,7,Miss,Teenager
543,1,2,M,32.0,0,26.0,S,2,Mr,Adult
544,0,1,M,50.0,1,106.425,C,2,Mr,Adult
545,0,1,M,64.0,0,26.0,S,1,Mr,Adult
546,1,2,F,19.0,0,26.0,S,2,Mrs,Adult
547,1,2,M,28.0,0,13.8625,C,1,Mr,Adult
548,0,3,M,33.0,0,20.525,S,3,Mr,Adult
549,1,2,M,8.0,0,36.75,S,3,Master,Child
550,1,1,M,17.0,1,110.8833,C,3,Mr,Teenager
551,0,2,M,27.0,0,26.0,S,1,Mr,Adult
552,0,3,M,28.0,0,7.8292,Q,1,Mr,Adult
553,1,3,M,22.0,0,7.225,C,1,Mr,Adult
554,1,3,F,22.0,0,7.775,S,1,Miss,Adult
555,0,1,M,62.0,0,26.55,S,1,Mr,Adult
556,1,1,F,48.0,1,39.6,C,2,Other,Adult
557,0,1,M,28.0,0,227.525,C,1,Mr,Adult
558,1,1,F,39.0,1,79.65,S,3,Mrs,Adult
559,1,3,F,36.0,0,17.4,S,2,Mrs,Adult
560,0,3,M,28.0,0,7.75,Q,1,Mr,Adult
561,0,3,M,40.0,0,7.8958,S,1,Mr,Adult
562,0,2,M,28.0,0,13.5,S,1,Mr,Adult
563,0,3,M,28.0,0,8.05,S,1,Mr,Adult
564,0,3,F,28.0,0,8.05,S,1,Miss,Adult
565,0,3,M,24.0,0,24.15,S,3,Mr,Adult
566,0,3,M,19.0,0,7.8958,S,1,Mr,Adult
567,0,3,F,29.0,0,21.075,S,5,Mrs,Adult
568,0,3,M,28.0,0,7.2292,C,1,Mr,Adult
569,1,3,M,32.0,0,7.8542,S,1,Mr,Adult
570,1,2,M,62.0,0,10.5,S,1,Mr,Adult
571,1,1,F,53.0,1,51.4792,S,3,Mrs,Adult
572,1,1,M,36.0,1,26.3875,S,1,Mr,Adult
573,1,3,F,28.0,0,7.75,Q,1,Miss,Adult
574,0,3,M,16.0,0,8.05,S,1,Mr,Teenager
575,0,3,M,19.0,0,14.5,S,1,Mr,Adult
576,1,2,F,34.0,0,13.0,S,1,Miss,Adult
577,1,1,F,39.0,1,55.9,S,2,Mrs,Adult
578,0,3,F,28.0,0,14.4583,C,2,Mrs,Adult
579,1,3,M,32.0,0,7.925,S,1,Mr,Adult
580,1,2,F,25.0,0,30.0,S,3,Miss,Adult
581,1,1,F,39.0,1,110.8833,C,3,Mrs,Adult
582,0,2,M,54.0,0,26.0,S,1,Mr,Adult
583,0,1,M,36.0,1,40.125,C,1,Mr,Adult
584,0,3,M,28.0,0,8.7125,C,1,Mr,Adult
585,1,1,F,18.0,1,79.65,S,3,Miss,Adult
586,0,2,M,47.0,0,15.0,S,1,Mr,Adult
587,1,1,M,60.0,1,79.2,C,3,Mr,Adult
588,0,3,M,22.0,0,8.05,S,1,Mr,Adult
589,0,3,M,28.0,0,8.05,S,1,Mr,Adult
590,0,3,M,35.0,0,7.125,S,1,Mr,Adult
591,1,1,F,52.0,1,78.2667,C,2,Mrs,Adult
592,0,3,M,47.0,0,7.25,S,1,Mr,Adult
593,0,3,F,28.0,0,7.75,Q,3,Miss,Adult
594,0,2,M,37.0,0,26.0,S,2,Mr,Adult
595,0,3,M,36.0,0,24.15,S,3,Mr,Adult
596,1,2,F,28.0,0,33.0,S,1,Miss,Adult
597,0,3,M,49.0,0,0.0,S,1,Mr,Adult
598,0,3,M,28.0,0,7.225,C,1,Mr,Adult
599,1,1,M,49.0,1,56.9292,C,2,Other,Adult
600,1,2,F,24.0,0,27.0,S,4,Mrs,Adult
601,0,3,M,28.0,0,7.8958,S,1,Mr,Adult
602,0,1,M,28.0,0,42.4,S,1,Mr,Adult
603,0,3,M,44.0,0,8.05,S,1,Mr,Adult
604,1,1,M,35.0,0,26.55,C,1,Mr,Adult
605,0,3,M,36.0,0,15.55,S,2,Mr,Adult
606,0,3,M,30.0,0,7.8958,S,1,Mr,Adult
607,1,1,M,27.0,0,30.5,S,1,Mr,Adult
608,1,2,F,22.0,0,41.5792,C,4,Mrs,Adult
609,1,1,F,40.0,1,153.4625,S,1,Miss,Adult
610,0,3,F,39.0,0,31.275,S,7,Mrs,Adult
611,0,3,M,28.0,0,7.05,S,1,Mr,Adult
612,1,3,F,28.0,0,15.5,Q,2,Miss,Adult
613,0,3,M,28.0,0,7.75,Q,1,Mr,Adult
614,0,3,M,35.0,0,8.05,S,1,Mr,Adult
615,1,2,F,24.0,0,65.0,S,4,Miss,Adult
616,0,3,M,34.0,0,14.4,S,3,Mr,Adult
617,0,3,F,26.0,0,16.1,S,2,Mrs,Adult
618,1,2,F,4.0,1,39.0,S,4,Miss,Child
619,0,2,M,26.0,0,10.5,S,1,Mr,Adult
620,0,3,M,27.0,0,14.4542,C,2,Mr,Adult
621,1,1,M,42.0,1,52.5542,S,2,Mr,Adult
622,1,3,M,20.0,0,15.7417,C,3,Mr,Adult
623,0,3,M,21.0,0,7.8542,S,1,Mr,Adult
624,0,3,M,21.0,0,16.1,S,1,Mr,Adult
625,0,1,M,61.0,1,32.3208,S,1,Mr,Adult
626,0,2,M,57.0,0,12.35,Q,1,Rev,Adult
627,1,1,F,21.0,1,77.9583,S,1,Miss,Adult
628,0,3,M,26.0,0,7.8958,S,1,Mr,Adult
629,0,3,M,28.0,0,7.7333,Q,1,Mr,Adult
630,1,1,M,80.0,1,30.0,S,1,Mr,Senior
631,0,3,M,51.0,0,7.0542,S,1,Mr,Adult
632,1,1,M,32.0,1,30.5,C,1,Dr,Adult
633,0,1,M,28.0,0,0.0,S,1,Mr,Adult
634,0,3,F,9.0,0,27.9,S,6,Miss,Child
635,1,2,F,28.0,0,13.0,S,1,Miss,Adult
636,0,3,M,32.0,0,7.925,S,1,Mr,Adult
637,0,2,M,31.0,0,26.25,S,3,Mr,Adult
638,0,3,F,41.0,0,39.6875,S,6,Mrs,Adult
639,0,3,M,28.0,0,16.1,S,2,Mr,Adult
640,0,3,M,20.0,0,7.8542,S,1,Mr,Adult
641,1,1,F,24.0,1,69.3,C,1,Other,Adult
642,0,3,F,2.0,0,27.9,S,6,Miss,Toddler
643,1,3,M,28.0,0,56.4958,S,1,Mr,Adult
644,1,3,F,0.75,0,19.2583,C,4,Miss,Baby
645,1,1,M,48.0,1,76.7292,C,2,Mr,Adult
646,0,3,M,19.0,0,7.8958,S,1,Mr,Adult
647,1,1,M,56.0,1,35.5,C,1,Other,Adult
648,0,3,M,28.0,0,7.55,S,1,Mr,Adult
649,1,3,F,23.0,0,7.55,S,1,Miss,Adult
650,0,3,M,28.0,0,7.8958,S,1,Mr,Adult
651,1,2,F,18.0,0,23.0,S,2,Miss,Adult
652,0,3,M,21.0,0,8.4333,S,1,Mr,Adult
653,1,3,F,28.0,0,7.8292,Q,1,Miss,Adult
654,0,3,F,18.0,0,6.75,Q,1,Miss,Adult
655,0,2,M,24.0,0,73.5,S,3,Mr,Adult
656,0,3,M,28.0,0,7.8958,S,1,Mr,Adult
657,0,3,F,32.0,0,15.5,Q,3,Mrs,Adult
658,0,2,M,23.0,0,13.0,S,1,Mr,Adult
659,0,1,M,58.0,1,113.275,C,3,Mr,Adult
660,1,1,M,50.0,0,133.65,S,3,Dr,Adult
661,0,3,M,40.0,0,7.225,C,1,Mr,Adult
662,0,1,M,47.0,1,25.5875,S,1,Mr,Adult
663,0,3,M,36.0,0,7.4958,S,1,Mr,Adult
664,1,3,M,20.0,0,7.925,S,2,Mr,Adult
665,0,2,M,32.0,0,73.5,S,3,Mr,Adult
666,0,2,M,25.0,0,13.0,S,1,Mr,Adult
667,0,3,M,28.0,0,7.775,S,1,Mr,Adult
668,0,3,M,43.0,0,8.05,S,1,Mr,Adult
669,1,1,F,28.0,1,52.0,S,2,Mrs,Adult
670,1,2,F,40.0,0,39.0,S,3,Mrs,Adult
671,0,1,M,31.0,1,52.0,S,2,Mr,Adult
672,0,2,M,70.0,0,10.5,S,1,Mr,Senior
673,1,2,M,31.0,0,13.0,S,1,Mr,Adult
674,0,2,M,28.0,0,0.0,S,1,Mr,Adult
675,0,3,M,18.0,0,7.775,S,1,Mr,Adult
676,0,3,M,24.5,0,8.05,S,1,Mr,Adult
677,1,3,F,18.0,0,9.8417,S,1,Miss,Adult
678,0,3,F,43.0,0,46.9,S,8,Mrs,Adult
679,1,1,M,36.0,1,512.3292,C,2,Mr,Adult
680,0,3,F,28.0,0,8.1375,Q,1,Miss,Adult
681,1,1,M,27.0,1,76.7292,C,1,Mr,Adult
682,0,3,M,20.0,0,9.225,S,1,Mr,Adult
683,0,3,M,14.0,0,46.9,S,8,Mr,Teenager
684,0,2,M,60.0,0,39.0,S,3,Mr,Adult
685,0,2,M,25.0,0,41.5792,C,4,Mr,Adult
686,0,3,M,14.0,0,39.6875,S,6,Mr,Teenager
687,0,3,M,19.0,0,10.1708,S,1,Mr,Adult
688,0,3,M,18.0,0,7.7958,S,1,Mr,Adult
689,1,1,F,15.0,1,211.3375,S,2,Miss,Teenager
690,1,1,M,31.0,1,57.0,S,2,Mr,Adult
691,1,3,F,4.0,0,13.4167,C,2,Miss,Child
692,1,3,M,28.0,0,56.4958,S,1,Mr,Adult
693,0,3,M,25.0,0,7.225,C,1,Mr,Adult
694,0,1,M,60.0,0,26.55,S,1,Other,Adult
695,0,2,M,52.0,0,13.5,S,1,Mr,Adult
696,0,3,M,44.0,0,8.05,S,1,Mr,Adult
697,1,3,F,28.0,0,7.7333,Q,1,Miss,Adult
698,0,1,M,49.0,1,110.8833,C,3,Mr,Adult
699,0,3,M,42.0,1,7.65,S,1,Mr,Adult
700,1,1,F,18.0,1,227.525,C,2,Mrs,Adult
701,1,1,M,35.0,1,26.2875,S,1,Mr,Adult
702,0,3,F,18.0,0,14.4542,C,2,Miss,Adult
703,0,3,M,25.0,0,7.7417,Q,1,Mr,Adult
704,0,3,M,26.0,0,7.8542,S,2,Mr,Adult
705,0,2,M,39.0,0,26.0,S,1,Mr,Adult
706,1,2,F,45.0,0,13.5,S,1,Mrs,Adult
707,1,1,M,42.0,1,26.2875,S,1,Mr,Adult
708,1,1,F,22.0,0,151.55,S,1,Miss,Adult
709,1,3,M,28.0,0,15.2458,C,3,Master,Adult
710,1,1,F,24.0,1,49.5042,C,1,Other,Adult
711,0,1,M,28.0,1,26.55,S,1,Mr,Adult
712,1,1,M,48.0,1,52.0,S,2,Mr,Adult
713,0,3,M,29.0,0,9.4833,S,1,Mr,Adult
714,0,2,M,52.0,0,13.0,S,1,Mr,Adult
715,0,3,M,19.0,1,7.65,S,1,Mr,Adult
716,1,1,F,38.0,1,227.525,C,1,Miss,Adult
717,1,2,F,27.0,1,10.5,S,1,Miss,Adult
718,0,3,M,28.0,0,15.5,Q,1,Mr,Adult
719,0,3,M,33.0,0,7.775,S,1,Mr,Adult
720,1,2,F,6.0,0,33.0,S,2,Miss,Child
721,0,3,M,17.0,0,7.0542,S,2,Mr,Teenager
722,0,2,M,34.0,0,13.0,S,1,Mr,Adult
723,0,2,M,50.0,0,13.0,S,1,Mr,Adult
724,1,1,M,27.0,1,53.1,S,2,Mr,Adult
725,0,3,M,20.0,0,8.6625,S,1,Mr,Adult
726,1,2,F,30.0,0,21.0,S,4,Mrs,Adult
727,1,3,F,28.0,0,7.7375,Q,1,Miss,Adult
728,0,2,M,25.0,0,26.0,S,2,Mr,Adult
729,0,3,F,25.0,0,7.925,S,2,Miss,Adult
730,1,1,F,29.0,1,211.3375,S,1,Miss,Adult
731,0,3,M,11.0,0,18.7875,C,1,Mr,Teenager
732,0,2,M,28.0,0,0.0,S,1,Mr,Adult
733,0,2,M,23.0,0,13.0,S,1,Mr,Adult
734,0,2,M,23.0,0,13.0,S,1,Mr,Adult
735,0,3,M,28.5,0,16.1,S,1,Mr,Adult
736,0,3,F,48.0,0,34.375,S,5,Mrs,Adult
737,1,1,M,35.0,1,512.3292,C,1,Mr,Adult
738,0,3,M,28.0,0,7.8958,S,1,Mr,Adult
739,0,3,M,28.0,0,7.8958,S,1,Mr,Adult
740,1,1,M,28.0,1,30.0,S,1,Mr,Adult
741,0,1,M,36.0,1,78.85,S,2,Mr,Adult
742,1,1,F,21.0,1,262.375,C,5,Miss,Adult
743,0,3,M,24.0,0,16.1,S,2,Mr,Adult
744,1,3,M,31.0,0,7.925,S,1,Mr,Adult
745,0,1,M,70.0,1,71.0,S,3,Other,Senior
746,0,3,M,16.0,0,20.25,S,3,Mr,Teenager
747,1,2,F,30.0,0,13.0,S,1,Miss,Adult
748,0,1,M,19.0,1,53.1,S,2,Mr,Adult
749,0,3,M,31.0,0,7.75,Q,1,Mr,Adult
750,1,2,F,4.0,0,23.0,S,3,Miss,Child
751,1,3,M,6.0,1,12.475,S,2,Master,Child
752,0,3,M,33.0,0,9.5,S,1,Mr,Adult
753,0,3,M,23.0,0,7.8958,S,1,Mr,Adult
754,1,2,F,48.0,0,65.0,S,4,Mrs,Adult
755,1,2,M,0.67,0,14.5,S,3,Master,Baby
756,0,3,M,28.0,0,7.7958,S,1,Mr,Adult
757,0,2,M,18.0,0,11.5,S,1,Mr,Adult
758,0,3,M,34.0,0,8.05,S,1,Mr,Adult
759,1,1,F,33.0,1,86.5,S,1,Other,Adult
760,0,3,M,28.0,0,14.5,S,1,Mr,Adult
761,0,3,M,41.0,0,7.125,S,1,Mr,Adult
762,1,3,M,20.0,0,7.2292,C,1,Mr,Adult
763,1,1,F,36.0,1,120.0,S,4,Mrs,Adult
764,0,3,M,16.0,0,7.775,S,1,Mr,Teenager
765,1,1,F,51.0,1,77.9583,S,2,Mrs,Adult
766,0,1,M,28.0,0,39.6,C,1,Dr,Adult
767,0,3,F,30.5,0,7.75,Q,1,Miss,Adult
768,0,3,M,28.0,0,24.15,Q,2,Mr,Adult
769,0,3,M,32.0,0,8.3625,S,1,Mr,Adult
770,0,3,M,24.0,0,9.5,S,1,Mr,Adult
771,0,3,M,48.0,0,7.8542,S,1,Mr,Adult
772,0,2,F,57.0,1,10.5,S,1,Mrs,Adult
773,0,3,M,28.0,0,7.225,C,1,Mr,Adult
774,1,2,F,54.0,0,23.0,S,5,Mrs,Adult
775,0,3,M,18.0,0,7.75,S,1,Mr,Adult
776,0,3,M,28.0,1,7.75,Q,1,Mr,Adult
777,1,3,F,5.0,0,12.475,S,1,Miss,Child
778,0,3,M,28.0,0,7.7375,Q,1,Mr,Adult
779,1,1,F,43.0,1,211.3375,S,2,Mrs,Adult
780,1,3,F,13.0,0,7.2292,C,1,Miss,Teenager
781,1,1,F,17.0,1,57.0,S,2,Mrs,Teenager
782,0,1,M,29.0,1,30.0,S,1,Mr,Adult
783,0,3,M,28.0,0,23.45,S,4,Mr,Adult
784,0,3,M,25.0,0,7.05,S,1,Mr,Adult
785,0,3,M,25.0,0,7.25,S,1,Mr,Adult
786,1,3,F,18.0,0,7.4958,S,1,Miss,Adult
787,0,3,M,8.0,0,29.125,Q,6,Master,Child
788,1,3,M,1.0,0,20.575,S,4,Master,Toddler
789,0,1,M,46.0,1,79.2,C,1,Mr,Adult
790,0,3,M,28.0,0,7.75,Q,1,Mr,Adult
791,0,2,M,16.0,0,26.0,S,1,Mr,Teenager
792,0,3,F,28.0,0,69.55,S,11,Miss,Adult
793,0,1,M,28.0,0,30.6958,C,1,Mr,Adult
794,0,3,M,25.0,0,7.8958,S,1,Mr,Adult
795,0,2,M,39.0,0,13.0,S,1,Mr,Adult
796,1,1,F,49.0,1,25.9292,S,1,Dr,Adult
797,1,3,F,31.0,0,8.6833,S,1,Mrs,Adult
798,0,3,M,30.0,0,7.2292,C,1,Mr,Adult
799,0,3,F,30.0,0,24.15,S,3,Mrs,Adult
800,0,2,M,34.0,0,13.0,S,1,Mr,Adult
801,1,2,F,31.0,0,26.25,S,3,Mrs,Adult
802,1,1,M,11.0,1,120.0,S,4,Master,Teenager
803,1,3,M,0.42,0,8.5167,C,2,Master,Baby
804,1,3,M,27.0,0,6.975,S,1,Mr,Adult
805,0,3,M,31.0,0,7.775,S,1,Mr,Adult
806,0,1,M,39.0,1,0.0,S,1,Mr,Adult
807,0,3,F,18.0,0,7.775,S,1,Miss,Adult
808,0,2,M,39.0,0,13.0,S,1,Mr,Adult
809,1,1,F,33.0,1,53.1,S,2,Mrs,Adult
810,0,3,M,26.0,0,7.8875,S,1,Mr,Adult
811,0,3,M,39.0,0,24.15,S,1,Mr,Adult
812,0,2,M,35.0,0,10.5,S,1,Mr,Adult
813,0,3,F,6.0,0,31.275,S,7,Miss,Child
814,0,3,M,30.5,0,8.05,S,1,Mr,Adult
815,0,1,M,28.0,1,0.0,S,1,Mr,Adult
816,0,3,F,23.0,0,7.925,S,1,Miss,Adult
817,0,2,M,31.0,0,37.0042,C,3,Mr,Adult
818,0,3,M,43.0,0,6.45,S,1,Mr,Adult
819,0,3,M,10.0,0,27.9,S,6,Master,Teenager
820,1,1,F,52.0,1,93.5,S,3,Mrs,Adult
821,1,3,M,27.0,0,8.6625,S,1,Mr,Adult
822,0,1,M,38.0,0,0.0,S,1,Other,Adult
823,1,3,F,27.0,1,12.475,S,2,Mrs,Adult
824,0,3,M,2.0,0,39.6875,S,6,Master,Toddler
825,0,3,M,28.0,0,6.95,Q,1,Mr,Adult
826,0,3,M,28.0,0,56.4958,S,1,Mr,Adult
827,1,2,M,1.0,0,37.0042,C,3,Master,Toddler
828,1,3,M,28.0,0,7.75,Q,1,Mr,Adult
829,1,1,F,62.0,1,80.0,C,1,Mrs,Adult
830,1,3,F,15.0,0,14.4542,C,2,Mrs,Teenager
831,1,2,M,0.83,0,18.75,S,3,Master,Baby
832,0,3,M,28.0,0,7.2292,C,1,Mr,Adult
833,0,3,M,23.0,0,7.8542,S,1,Mr,Adult
834,0,3,M,18.0,0,8.3,S,1,Mr,Adult
835,1,1,F,39.0,1,83.1583,C,3,Miss,Adult
836,0,3,M,21.0,0,8.6625,S,1,Mr,Adult
837,0,3,M,28.0,0,8.05,S,1,Mr,Adult
838,1,3,M,32.0,0,56.4958,S,1,Mr,Adult
839,1,1,M,28.0,1,29.7,C,1,Mr,Adult
840,0,3,M,20.0,0,7.925,S,1,Mr,Adult
841,0,2,M,16.0,0,10.5,S,1,Mr,Teenager
842,1,1,F,30.0,0,31.0,C,1,Miss,Adult
843,0,3,M,34.5,0,6.4375,C,1,Mr,Adult
844,0,3,M,17.0,0,8.6625,S,1,Mr,Teenager
845,0,3,M,42.0,0,7.55,S,1,Mr,Adult
846,0,3,M,28.0,0,69.55,S,11,Mr,Adult
847,0,3,M,35.0,0,7.8958,C,1,Mr,Adult
848,0,2,M,28.0,0,33.0,S,2,Rev,Adult
849,1,1,F,28.0,1,89.1042,C,2,Mrs,Adult
850,0,3,M,4.0,0,31.275,S,7,Master,Child
851,0,3,M,74.0,0,7.775,S,1,Mr,Senior
852,0,3,F,9.0,0,15.2458,C,3,Miss,Child
853,1,1,F,16.0,1,39.4,S,2,Miss,Teenager
854,0,2,F,44.0,0,26.0,S,2,Mrs,Adult
855,1,3,F,18.0,0,9.35,S,2,Mrs,Adult
856,1,1,F,45.0,0,164.8667,S,3,Mrs,Adult
857,1,1,M,51.0,1,26.55,S,1,Mr,Adult
858,1,3,F,24.0,0,19.2583,C,4,Mrs,Adult
859,0,3,M,28.0,0,7.2292,C,1,Mr,Adult
860,0,3,M,41.0,0,14.1083,S,3,Mr,Adult
861,0,2,M,21.0,0,11.5,S,2,Mr,Adult
862,1,1,F,48.0,1,25.9292,S,1,Mrs,Adult
863,0,3,F,28.0,0,69.55,S,11,Miss,Adult
864,0,2,M,24.0,0,13.0,S,1,Mr,Adult
865,1,2,F,42.0,0,13.0,S,1,Mrs,Adult
866,1,2,F,27.0,0,13.8583,C,2,Miss,Adult
867,0,1,M,31.0,1,50.4958,S,1,Mr,Adult
868,0,3,M,28.0,0,9.5,S,1,Mr,Adult
869,1,3,M,4.0,0,11.1333,S,3,Master,Child
870,0,3,M,26.0,0,7.8958,S,1,Mr,Adult
871,1,1,F,47.0,1,52.5542,S,3,Mrs,Adult
872,0,1,M,33.0,1,5.0,S,1,Mr,Adult
873,0,3,M,47.0,0,9.0,S,1,Mr,Adult
874,1,2,F,28.0,0,24.0,C,2,Mrs,Adult
875,1,3,F,15.0,0,7.225,C,1,Miss,Teenager
876,0,3,M,20.0,0,9.8458,S,1,Mr,Adult
877,0,3,M,19.0,0,7.8958,S,1,Mr,Adult
878,0,3,M,28.0,0,7.8958,S,1,Mr,Adult
879,1,1,F,56.0,1,83.1583,C,2,Mrs,Adult
880,1,2,F,25.0,0,26.0,S,2,Mrs,Adult
881,0,3,M,33.0,0,7.8958,S,1,Mr,Adult
882,0,3,F,22.0,0,10.5167,S,1,Miss,Adult
883,0,2,M,28.0,0,10.5,S,1,Mr,Adult
884,0,3,M,25.0,0,7.05,S,1,Mr,Adult
885,0,3,F,39.0,0,29.125,Q,6,Mrs,Adult
886,0,2,M,27.0,0,13.0,S,1,Rev,Adult
887,1,1,F,19.0,1,30.0,S,1,Miss,Adult
888,0,3,F,28.0,0,23.45,S,4,Miss,Adult
889,1,1,M,26.0,1,30.0,C,1,Mr,Adult
890,0,3,M,32.0,0,7.75,Q,1,Mr,Adult
